,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads
376,sentry-python,Sentry SDK for Python.,Logging,,https://github.com/getsentry/sentry-python,True,26,getsentry/sentry-python,https://github.com/getsentry/sentry-python,2018-06-18 22:51:10.000,2021-04-19 07:53:31.000,2021-04-16 16:41:16.000,203.0,911.0,1225.0,93.0,136.0,369.0,BSD-2-Clause,,sentry-python,conda-forge/sentry-python,2021-03-03 16:35:19.000,1.0.0,100.0,10455.0,10455.0,https://pypi.org/project/sentry-python,,142.0,https://anaconda.org/conda-forge/sentry-python,,,3.0,4416.0
377,webassets,"Bundles, optimizes, and manages unique cache-busting URLs for static resources.",Web Asset Management,,https://github.com/miracle2k/webassets,True,26,miracle2k/webassets,https://github.com/miracle2k/webassets,2009-12-08 05:40:34.000,2020-07-14 08:10:46.000,2020-02-29 00:06:11.000,244.0,893.0,1414.0,156.0,56.0,232.0,,,webassets,conda-forge/webassets,,,3.0,4862.0,4862.0,https://pypi.org/project/webassets,133157.0,133781.0,https://anaconda.org/conda-forge/webassets,2019-12-24 13:40:58.186,34368.0,2.0,
378,mutagen,A Python module to handle audio metadata.,Audio,,https://github.com/quodlibet/mutagen,True,26,quodlibet/mutagen,https://github.com/quodlibet/mutagen,2016-04-07 17:10:15.000,2021-04-22 02:56:26.369,2021-03-14 19:32:54.000,99.0,770.0,1712.0,34.0,74.0,365.0,GPL-2.0,,mutagen,conda-forge/mutagen,2020-07-31 08:45:24.000,release-1.45.1,61.0,4466.0,4466.0,https://pypi.org/project/mutagen,316997.0,319388.0,https://anaconda.org/conda-forge/mutagen,2021-04-22 02:56:26.369,86854.0,2.0,42040.0
379,flask-assets,Helps you integrate webassets into your Flask app.,Web Asset Management,,https://github.com/miracle2k/flask-assets,True,26,miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,2010-08-06 11:51:29.000,2021-03-21 17:37:02.000,2020-02-29 00:06:32.000,81.0,408.0,263.0,38.0,18.0,72.0,BSD-2-Clause,,flask-assets,conda-forge/flask-assets,,,2.0,5561.0,5561.0,https://pypi.org/project/flask-assets,88893.0,89294.0,https://anaconda.org/conda-forge/flask-assets,2019-12-24 17:28:27.011,21659.0,2.0,
380,audioread,Cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding.,Audio,,https://github.com/beetbox/audioread,True,26,beetbox/audioread,https://github.com/beetbox/audioread,2011-11-08 19:53:18.000,2021-03-16 02:44:53.632,2020-10-20 11:22:05.000,82.0,360.0,232.0,20.0,26.0,44.0,MIT,,audioread,conda-forge/audioread,,,5.0,4766.0,4766.0,https://pypi.org/project/audioread,536357.0,540258.0,https://anaconda.org/conda-forge/audioread,2021-03-16 02:44:53.632,222406.0,2.0,
381,eyeD3,"A tool for working with audio files, specifically MP3 files containing ID3 metadata.",Audio,,https://github.com/nicfit/eyeD3,True,26,nicfit/eyeD3,https://github.com/nicfit/eyeD3,2017-01-21 19:25:10.000,2021-04-15 04:12:47.000,2021-04-15 04:12:47.000,40.0,300.0,1384.0,21.0,37.0,121.0,GPL-3.0,,eyeD3,conda-forge/eyeD3,2020-12-28 16:08:19.000,0.9.6,26.0,1266.0,1266.0,https://pypi.org/project/eyeD3,47350.0,47392.0,https://anaconda.org/conda-forge/eyeD3,,,2.0,1982.0
382,configobj,INI file parser with validation.,Configuration,,https://github.com/DiffSK/configobj,True,26,DiffSK/configobj,https://github.com/DiffSK/configobj,2014-01-14 02:30:17.000,2021-02-26 23:52:05.000,2020-10-14 22:37:57.000,62.0,255.0,309.0,22.0,65.0,70.0,,,configobj,conda-forge/configobj,2016-08-26 14:28:03.000,5.0.6,2.0,13139.0,13139.0,https://pypi.org/project/configobj,1737845.0,1745155.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,241240.0,3.0,
383,Face Recognition,Simple facial recognition library.,Computer Vision,,https://github.com/ageitgey/face_recognition,True,25,ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2017-03-03 21:52:39.000,2021-03-20 02:37:00.000,2020-09-26 15:32:59.000,10879.0,39559.0,211.0,45.0,587.0,534.0,MIT,,face_recognition,conda-forge/face_recognition,2018-04-02 17:18:43.000,1.2.2,2.0,,,https://pypi.org/project/face_recognition,51138.0,51344.0,https://anaconda.org/conda-forge/face_recognition,2020-09-14 16:50:58.790,1381.0,2.0,441.0
384,CPython,"**Default, most widely used implementation of the Python programming language written in C.**.",Implementations,,https://github.com/python/cpython,True,25,python/cpython,https://github.com/python/cpython,2017-02-10 19:23:51.000,2021-04-24 13:08:13.000,2021-04-24 13:08:13.000,18077.0,37484.0,109670.0,1655.0,,,,,cpython,conda-forge/cpython,,,,,,https://pypi.org/project/cpython,5576.0,5576.0,https://anaconda.org/conda-forge/cpython,,,1.0,
385,pyenv,Simple Python version management.,Environment Management,,https://github.com/pyenv/pyenv,True,25,pyenv/pyenv,https://github.com/pyenv/pyenv,2012-08-31 06:57:52.000,2021-04-21 09:32:06.000,2021-04-20 08:17:30.000,1991.0,23158.0,2515.0,316.0,239.0,991.0,MIT,,pyenv,conda-forge/pyenv,2021-04-06 22:59:59.000,1.2.24.1,39.0,,,https://pypi.org/project/pyenv,6745.0,6745.0,https://anaconda.org/conda-forge/pyenv,,,1.0,
386,Ray,A system for parallel and distributed Python that unifies the machine learning ecosystem.,Distributed Computing,,https://github.com/ray-project/ray,True,25,ray-project/ray/,https://github.com/ray-project/ray,2016-10-25 19:38:30.000,2021-04-24 07:03:14.000,2021-04-24 06:13:41.000,2505.0,15699.0,7895.0,,1364.0,5137.0,Apache-2.0,,,conda-forge/,2021-04-22 22:28:01.000,ray-1.3.0,41.0,1953.0,1953.0,,,,https://anaconda.org/conda-forge/,,,3.0,
387,fabric,"A simple, Pythonic tool for remote execution and deployment.",DevOps Tools,,https://github.com/fabric/fabric,True,25,fabric/fabric,https://github.com/fabric/fabric,2009-05-01 01:14:24.000,2021-03-31 18:56:18.000,2021-03-19 20:43:29.000,1652.0,12826.0,1465.0,16.0,376.0,1263.0,BSD-2-Clause,,fabric,conda-forge/fabric,,,6.0,,,https://pypi.org/project/fabric,964133.0,964810.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129,37945.0,3.0,
388,MicroPython,A lean and efficient Python programming language implementation.,Implementations,,https://github.com/micropython/micropython,True,25,micropython/micropython,https://github.com/micropython/micropython,2013-12-20 11:47:07.000,2021-04-24 07:00:24.000,2021-04-23 14:10:59.000,3219.0,12397.0,12172.0,394.0,926.0,2605.0,MIT,,micropython,conda-forge/micropython,2021-04-18 15:01:36.000,1.15,9.0,,,https://pypi.org/project/micropython,,529.0,https://anaconda.org/conda-forge/micropython,2021-04-18 17:29:56.543,2500.0,1.0,16455.0
389,eve,"REST API framework powered by Flask, MongoDB and good intentions.",RESTful API,,https://github.com/pyeve/eve,True,25,pyeve/eve,https://github.com/pyeve/eve,2012-10-22 07:39:33.000,2021-04-01 06:35:12.000,2021-03-14 16:47:07.000,716.0,6330.0,3303.0,203.0,26.0,915.0,,,eve,conda-forge/eve,,,,950.0,950.0,https://pypi.org/project/eve,11286.0,11286.0,https://anaconda.org/conda-forge/eve,,,3.0,
390,NuPIC,Numenta Platform for Intelligent Computing.,Machine Learning,,https://github.com/numenta/nupic,True,25,numenta/nupic,https://github.com/numenta/nupic,2013-04-05 23:14:27.000,2021-03-25 21:39:47.000,2019-10-23 20:45:07.000,1552.0,6225.0,6625.0,121.0,448.0,1337.0,AGPL-3.0,,nupic,conda-forge/nupic,2018-06-01 15:12:12.000,1.0.5,47.0,95.0,95.0,https://pypi.org/project/nupic,3387.0,3387.0,https://anaconda.org/conda-forge/nupic,,,2.0,
391,PySimpleGUI,"Wrapper for tkinter, Qt, WxPython and Remi.",GUI Development,,https://github.com/PySimpleGUI/PySimpleGUI,True,25,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,2018-07-11 18:28:58.000,2021-04-24 03:12:54.000,2021-04-24 03:12:54.000,994.0,6083.0,4850.0,18.0,690.0,1429.0,LGPL-3.0,,PySimpleGUI,conda-forge/PySimpleGUI,,,27.0,2240.0,2240.0,https://pypi.org/project/PySimpleGUI,56582.0,57974.0,https://anaconda.org/conda-forge/PySimpleGUI,2021-03-27 02:34:54.723,27856.0,2.0,
392,Pendulum,Python datetimes made easy.,Date and Time,,https://github.com/sdispater/pendulum,True,25,sdispater/pendulum,https://github.com/sdispater/pendulum,2016-06-27 23:37:53.000,2021-03-30 11:09:03.000,2021-02-11 15:37:00.000,227.0,4374.0,697.0,66.0,158.0,222.0,MIT,,pendulum,conda-forge/pendulum,2020-07-24 18:17:05.000,2.1.2,45.0,,,https://pypi.org/project/pendulum,3889988.0,3896970.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850,321208.0,2.0,
393,mininet,A popular network emulator and API written in Python.,Network Virtualization,,https://github.com/mininet/mininet,True,25,mininet/mininet,https://github.com/mininet/mininet,2011-04-21 17:46:06.000,2021-04-20 12:02:14.000,2021-03-28 22:54:33.000,1429.0,3908.0,2033.0,76.0,246.0,377.0,,,mininet,conda-forge/mininet,2021-02-11 01:52:19.000,2.3.0,6.0,87.0,87.0,https://pypi.org/project/mininet,1200.0,6127.0,https://anaconda.org/conda-forge/mininet,,,3.0,374475.0
394,s3cmd,A command line tool for managing Amazon S3 and CloudFront.,Downloader,,https://github.com/s3tools/s3cmd,True,25,s3tools/s3cmd,https://github.com/s3tools/s3cmd,2011-06-07 02:08:24.000,2021-04-18 10:48:49.000,2021-04-18 10:47:31.000,761.0,3598.0,1779.0,195.0,235.0,529.0,GPL-2.0,,s3cmd,conda-forge/s3cmd,2020-04-07 22:34:25.000,2.1.0,7.0,,,https://pypi.org/project/s3cmd,1400676.0,1440812.0,https://anaconda.org/conda-forge/s3cmd,2018-12-22 03:57:06.693,4306.0,3.0,2918767.0
395,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,25,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2021-04-19 17:16:44.000,2021-04-19 17:16:44.000,516.0,3547.0,376.0,37.0,7.0,249.0,Apache-2.0,,pytesseract,conda-forge/pytesseract,2020-11-20 07:45:12.000,0.3.7,20.0,,,https://pypi.org/project/pytesseract,896354.0,906723.0,https://anaconda.org/conda-forge/pytesseract,2020-11-20 10:05:14.874,217750.0,2.0,
396,mimesis,is a Python library that help you generate fake data.,Testing,,https://github.com/lk-geimfari/mimesis,True,25,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,2016-09-09 21:41:22.000,2021-04-20 19:56:06.000,2021-04-05 10:22:49.000,266.0,3284.0,1957.0,102.0,7.0,276.0,MIT,,mimesis,conda-forge/mimesis,2020-12-21 11:10:39.000,4.1.3,30.0,,,https://pypi.org/project/mimesis,103632.0,103837.0,https://anaconda.org/conda-forge/mimesis,2020-07-15 18:05:16.129,1835.0,3.0,155.0
397,python-social-auth,An easy-to-setup social authentication mechanism.,Authentication,,https://github.com/omab/python-social-auth,True,25,omab/python-social-auth,https://github.com/omab/python-social-auth,2012-12-12 16:08:42.000,2019-10-03 00:57:30.000,2017-02-04 13:10:59.000,1079.0,2803.0,1973.0,283.0,17.0,642.0,,,python-social-auth,conda-forge/python-social-auth,,,,4838.0,4838.0,https://pypi.org/project/python-social-auth,37414.0,37414.0,https://anaconda.org/conda-forge/python-social-auth,,,3.0,
398,sqlparse,A non-validating SQL parser.,Text Processing,,https://github.com/andialbrecht/sqlparse,True,25,andialbrecht/sqlparse,https://github.com/andialbrecht/sqlparse,2012-04-18 19:33:21.000,2021-04-22 21:17:09.000,2020-12-12 08:29:25.000,475.0,2407.0,1157.0,91.0,171.0,263.0,BSD-3-Clause,,sqlparse,conda-forge/sqlparse,,,8.0,,,https://pypi.org/project/sqlparse,11966575.0,11973185.0,https://anaconda.org/conda-forge/sqlparse,2020-10-08 07:44:26.416,356952.0,2.0,
399,textdistance,Compute distance between sequences with 30+ algorithms.,Text Processing,,https://github.com/life4/textdistance,True,25,orsinium/textdistance,https://github.com/life4/textdistance,2017-05-05 08:46:10.000,2021-01-29 15:41:57.288,2021-01-29 09:03:55.000,162.0,1958.0,304.0,9.0,,,MIT,life4/textdistance,textdistance,conda-forge/textdistance,2021-01-29 09:04:46.000,.4.2.1,7.0,508.0,508.0,https://pypi.org/project/textdistance,219147.0,220111.0,https://anaconda.org/conda-forge/textdistance,2021-01-29 15:41:57.288,33688.0,2.0,105.0
400,returns,"A set of type-safe monads, transformers, and composition utilities.",Functional Programming,,https://github.com/dry-python/returns,True,25,dry-python/returns,https://github.com/dry-python/returns,2019-01-26 13:08:38.000,2021-04-23 05:36:22.000,2021-04-22 06:14:39.000,66.0,1670.0,1059.0,30.0,45.0,310.0,BSD-2-Clause,,returns,conda-forge/returns,2021-03-26 15:34:17.000,0.16.0,18.0,70.0,70.0,https://pypi.org/project/returns,29280.0,29280.0,https://anaconda.org/conda-forge/returns,,,3.0,
401,flask-api,Browsable Web APIs for Flask.,RESTful API,,https://github.com/flask-api/flask-api,True,25,flask-api/flask-api,https://github.com/flask-api/flask-api,2014-02-15 12:27:34.000,2021-04-06 18:55:57.000,2021-04-06 18:55:57.000,147.0,1232.0,229.0,32.0,9.0,51.0,,,flask-api,conda-forge/flask-api,2019-11-27 20:09:57.000,2.0,12.0,4344.0,4344.0,https://pypi.org/project/flask-api,266765.0,266765.0,https://anaconda.org/conda-forge/flask-api,,,3.0,
402,webargs,A friendly library for parsing HTTP request arguments with built-in support for popular web frameworks.,URL Manipulation,,https://github.com/marshmallow-code/webargs,True,25,marshmallow-code/webargs,https://github.com/marshmallow-code/webargs,2014-02-17 02:16:12.000,2021-04-16 05:22:15.000,2021-04-16 05:22:15.000,141.0,1165.0,,55.0,5.0,245.0,MIT,,webargs,conda-forge/webargs,,,37.0,2527.0,2527.0,https://pypi.org/project/webargs,575490.0,577830.0,https://anaconda.org/conda-forge/webargs,2021-04-08 23:12:55.184,126406.0,1.0,
403,bidict,"Efficient, Pythonic bidirectional map data structures and related functionality..",Built-in Classes Enhancement,,https://github.com/jab/bidict,True,25,jab/bidict,https://github.com/jab/bidict,2014-09-23 14:00:27.000,2021-04-18 15:47:59.000,2021-04-18 15:47:59.000,39.0,811.0,,11.0,1.0,43.0,MPL-2.0,,bidict,conda-forge/bidict,2020-11-03 13:47:03.000,0.18.4,31.0,2452.0,2452.0,https://pypi.org/project/bidict,638579.0,640176.0,https://anaconda.org/conda-forge/bidict,2020-09-07 20:52:59.573,87863.0,2.0,
404,pylama,A code audit tool for Python and JavaScript.,Code Analysis,,https://github.com/klen/pylama,True,25,klen/pylama,https://github.com/klen/pylama,2012-08-17 10:10:10.000,2021-04-22 20:09:34.000,2019-04-10 18:20:19.000,73.0,772.0,689.0,38.0,63.0,53.0,LGPL-3.0,,pylama,conda-forge/pylama,2013-07-03 08:23:01.000,1.2.0,6.0,2324.0,2324.0,https://pypi.org/project/pylama,101041.0,102139.0,https://anaconda.org/conda-forge/pylama,2019-05-18 02:54:01.403,50545.0,3.0,
405,python-barcode,Create barcodes in Python with no extra dependencies.,Image Processing,,https://github.com/WhyNotHugo/python-barcode,True,25,WhyNotHugo/python-barcode,https://github.com/WhyNotHugo/python-barcode,2017-10-12 23:03:31.000,2021-04-07 07:47:54.000,2021-04-07 07:47:41.000,75.0,247.0,,36.0,26.0,46.0,MIT,,python-barcode,conda-forge/python-barcode,2020-08-18 09:26:49.000,0.13.1,9.0,5671.0,5671.0,https://pypi.org/project/python-barcode,96134.0,96328.0,https://anaconda.org/conda-forge/python-barcode,2020-08-22 16:07:05.440,2675.0,2.0,148.0
406,algorithms,Minimal examples of data structures and algorithms.,Algorithms and Design Patterns,,https://github.com/keon/algorithms,True,24,keon/algorithms,https://github.com/keon/algorithms,2016-11-17 22:32:08.000,2021-04-23 14:22:33.326,2021-03-23 10:26:24.000,3646.0,19057.0,915.0,169.0,50.0,88.0,MIT,,algorithms,conda-forge/algorithms,,,1.0,46.0,46.0,https://pypi.org/project/algorithms,772.0,786.0,https://anaconda.org/conda-forge/algorithms,2021-04-23 14:22:33.326,14.0,2.0,
407,diagrams,Diagram as Code.,Data Visualization,,https://github.com/mingrammer/diagrams,True,24,mingrammer/diagrams,https://github.com/mingrammer/diagrams,2020-02-02 15:23:24.000,2021-04-22 15:53:30.000,2021-03-08 19:25:30.000,729.0,13313.0,404.0,86.0,139.0,123.0,MIT,,diagrams,conda-forge/diagrams,2021-02-22 17:35:06.000,0.19.1,32.0,,,https://pypi.org/project/diagrams,44808.0,50142.0,https://anaconda.org/conda-forge/diagrams,2021-02-22 21:49:10.803,58674.0,3.0,
408,mkdocs,Markdown friendly documentation generator.,Static Site Generator,,https://github.com/mkdocs/mkdocs,True,24,mkdocs/mkdocs/,https://github.com/mkdocs/mkdocs,2014-01-11 21:05:21.000,2021-04-24 11:58:27.000,2021-04-20 14:24:30.000,1666.0,12011.0,1517.0,,110.0,1378.0,BSD-2-Clause,,,conda-forge/,,,,11747.0,11747.0,,,,https://anaconda.org/conda-forge/,,,3.0,
409,mycli,MySQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/mycli,True,24,dbcli/mycli,https://github.com/dbcli/mycli,2015-04-05 22:39:49.000,2021-04-23 19:27:57.000,2021-03-12 18:15:06.000,571.0,9538.0,1738.0,93.0,137.0,396.0,,,mycli,conda-forge/mycli,,,11.0,190.0,190.0,https://pypi.org/project/mycli,25791.0,26251.0,https://anaconda.org/conda-forge/mycli,2021-03-04 09:02:13.704,12422.0,2.0,
410,redis-py,The Python client for Redis.,Database Drivers,,https://github.com/andymccurdy/redis-py,True,24,andymccurdy/redis-py,https://github.com/andymccurdy/redis-py,2009-11-06 10:22:26.000,2021-04-21 05:54:11.000,2020-11-22 20:52:44.000,1869.0,9228.0,1550.0,248.0,60.0,822.0,MIT,,redis-py,conda-forge/redis-py,,,25.0,,,https://pypi.org/project/redis-py,,4045.0,https://anaconda.org/conda-forge/redis-py,2020-06-01 20:57:55.569,230608.0,2.0,
411,howdoi,Instant coding answers via the command line.,Command-line Tools,,https://github.com/gleitz/howdoi,True,24,gleitz/howdoi,https://github.com/gleitz/howdoi,2012-11-22 08:49:24.000,2021-04-22 21:56:22.000,2021-04-22 21:52:31.000,778.0,8870.0,795.0,66.0,20.0,196.0,MIT,,howdoi,conda-forge/howdoi,,,,294.0,294.0,https://pypi.org/project/howdoi,3287.0,3287.0,https://anaconda.org/conda-forge/howdoi,,,2.0,
412,graphene,GraphQL framework for Python.,GraphQL,,https://github.com/graphql-python/graphene,True,24,graphql-python/graphene/,https://github.com/graphql-python/graphene,2015-09-24 09:18:18.000,2021-04-23 03:28:05.000,2021-04-23 03:28:05.000,670.0,6510.0,1582.0,,78.0,803.0,MIT,,,conda-forge/,2019-08-17 20:56:00.000,2.1.8,50.0,8542.0,8542.0,,,,https://anaconda.org/conda-forge/,,,1.0,
413,apistar,"A smart Web API framework, designed for Python 3.",RESTful API,,https://github.com/encode/apistar,True,24,encode/apistar,https://github.com/encode/apistar,2017-03-17 15:42:12.000,2020-10-15 10:07:13.000,2020-02-10 10:46:11.000,425.0,5557.0,767.0,88.0,21.0,289.0,BSD-3-Clause,,apistar,conda-forge/apistar,,,26.0,631.0,631.0,https://pypi.org/project/apistar,21098.0,23257.0,https://anaconda.org/conda-forge/apistar,2019-04-03 08:38:52.532,77737.0,3.0,
414,pywal,A tool that generates color schemes from images.,Image Processing,,https://github.com/dylanaraps/pywal,True,24,dylanaraps/pywal,https://github.com/dylanaraps/pywal,2017-06-16 14:54:22.000,2021-04-07 20:43:52.000,2020-09-27 11:25:21.000,204.0,5167.0,1080.0,57.0,77.0,360.0,MIT,,pywal,conda-forge/pywal,2019-01-21 06:18:21.000,3.3.0,78.0,102.0,102.0,https://pypi.org/project/pywal,3277.0,3287.0,https://anaconda.org/conda-forge/pywal,,,2.0,472.0
415,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,24,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2021-04-22 17:48:12.000,2021-04-21 15:41:34.000,374.0,4915.0,1509.0,142.0,101.0,605.0,,,pip-tools,conda-forge/pip-tools,2021-04-14 09:19:42.000,6.1.0,43.0,,,https://pypi.org/project/pip-tools,2046319.0,2047137.0,https://anaconda.org/conda-forge/pip-tools,2021-04-14 11:47:58.017,9820.0,3.0,
416,Surprise,A scikit for building and analyzing recommender systems.,Recommender Systems,,https://github.com/NicolasHug/Surprise,True,24,NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,2016-10-23 14:59:38.000,2020-08-14 13:20:04.000,2020-08-05 17:45:59.000,851.0,4814.0,622.0,38.0,38.0,288.0,BSD-3-Clause,,Surprise,conda-forge/Surprise,,,,1013.0,1013.0,https://pypi.org/project/Surprise,15689.0,15689.0,https://anaconda.org/conda-forge/Surprise,,,3.0,
417,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,24,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2021-04-19 18:15:07.000,2021-04-19 18:15:07.000,370.0,4194.0,614.0,64.0,7.0,247.0,MIT,,tinydb,conda-forge/tinydb,2021-02-11 19:31:26.000,4.4.0,53.0,,,https://pypi.org/project/tinydb,274600.0,276565.0,https://anaconda.org/conda-forge/tinydb,2021-02-11 21:20:33.462,114020.0,1.0,
418,sphinx,Python Documentation generator.,Documentation,,https://github.com/sphinx-doc/sphinx,True,24,sphinx-doc/sphinx/,https://github.com/sphinx-doc/sphinx,2015-01-02 10:53:28.000,2021-04-24 09:59:24.000,2021-04-24 09:51:17.000,1375.0,3897.0,17399.0,,710.0,4569.0,,,,conda-forge/,,,,137725.0,137725.0,,,,https://anaconda.org/conda-forge/,,,1.0,
419,pyAudioAnalysis,"Audio feature extraction, classification, segmentation and applications.",Audio,,https://github.com/tyiannak/pyAudioAnalysis,True,24,tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,2014-08-27 12:43:13.000,2021-04-20 14:36:11.000,2021-04-20 14:36:07.000,961.0,3876.0,678.0,23.0,155.0,107.0,Apache-2.0,,pyAudioAnalysis,conda-forge/pyAudioAnalysis,,,,201.0,201.0,https://pypi.org/project/pyAudioAnalysis,15031.0,15031.0,https://anaconda.org/conda-forge/pyAudioAnalysis,,,3.0,
420,MechanicalSoup,A Python library for automating interaction with websites.,Web Crawling,,https://github.com/MechanicalSoup/MechanicalSoup,True,24,MechanicalSoup/MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,2014-05-26 09:06:11.000,2021-04-18 03:46:12.000,2021-04-06 18:43:01.000,320.0,3734.0,582.0,45.0,22.0,128.0,MIT,,MechanicalSoup,conda-forge/MechanicalSoup,2021-01-05 19:47:49.000,1.0.0,10.0,,,https://pypi.org/project/MechanicalSoup,95529.0,97504.0,https://anaconda.org/conda-forge/MechanicalSoup,2021-01-08 23:23:39.389,102728.0,2.0,39.0
421,lektor,An easy to use static CMS and blog engine.,Static Site Generator,,https://github.com/lektor/lektor,True,24,lektor/lektor,https://github.com/lektor/lektor,2015-12-19 09:18:36.000,2021-03-27 08:35:28.000,2021-03-27 08:35:27.000,265.0,3428.0,1137.0,88.0,211.0,324.0,,,lektor,conda-forge/lektor,2020-08-20 23:40:20.000,3.2.0,17.0,277.0,277.0,https://pypi.org/project/lektor,3976.0,4900.0,https://anaconda.org/conda-forge/lektor,2020-08-27 20:53:04.977,44129.0,3.0,6849.0
422,ultrajson,A fast JSON decoder and encoder written in C with Python bindings.,Serialization,,https://github.com/ultrajson/ultrajson,True,24,esnme/ultrajson,https://github.com/ultrajson/ultrajson,2011-02-27 20:00:51.000,2021-04-19 16:41:25.000,2021-04-12 17:24:45.000,295.0,3215.0,625.0,73.0,42.0,256.0,,ultrajson/ultrajson,ultrajson,conda-forge/ultrajson,2021-01-21 15:21:55.000,4.0.2,12.0,22901.0,22901.0,https://pypi.org/project/ultrajson,,,https://anaconda.org/conda-forge/ultrajson,,,2.0,
423,pypinyin,Convert Chinese hanzi () to pinyin ().,Text Processing,,https://github.com/mozillazg/python-pinyin,True,24,mozillazg/python-pinyin,https://github.com/mozillazg/python-pinyin,2013-09-14 14:01:40.000,2021-04-03 03:19:25.000,2021-03-19 04:40:12.000,482.0,3207.0,706.0,18.0,26.0,161.0,MIT,,python-pinyin,conda-forge/python-pinyin,2021-03-13 10:03:28.000,0.41.0,22.0,1124.0,1124.0,https://pypi.org/project/python-pinyin,85.0,85.0,https://anaconda.org/conda-forge/python-pinyin,,,2.0,
424,Flexx,"Flexx is a pure Python toolkit for creating GUI's, that uses web technology for its rendering.",GUI Development,,https://github.com/flexxui/flexx,True,24,zoofIO/flexx,https://github.com/flexxui/flexx,2014-09-03 08:38:00.000,2021-03-01 10:48:16.000,2021-03-01 10:48:16.000,239.0,2631.0,1922.0,37.0,74.0,336.0,BSD-2-Clause,flexxui/flexx,flexx,conda-forge/flexx,,,9.0,86.0,86.0,https://pypi.org/project/flexx,1229.0,2576.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,76808.0,3.0,
425,sumy,A module for automatic summarization of text documents and HTML pages.,Web Content Extracting,,https://github.com/miso-belica/sumy,True,24,miso-belica/sumy,https://github.com/miso-belica/sumy,2013-02-20 12:56:48.000,2020-11-21 17:08:35.000,2020-11-21 17:08:33.000,446.0,2565.0,397.0,20.0,12.0,78.0,Apache-2.0,,sumy,conda-forge/sumy,2019-05-19 14:39:21.000,0.8.1,12.0,746.0,746.0,https://pypi.org/project/sumy,18876.0,18876.0,https://anaconda.org/conda-forge/sumy,,,2.0,
426,django-oauth-toolkit,OAuth 2 goodies for Django.,Authentication,,https://github.com/jazzband/django-oauth-toolkit,True,24,evonove/django-oauth-toolkit,https://github.com/jazzband/django-oauth-toolkit,2013-05-20 15:46:18.000,2021-04-23 22:39:36.000,2021-04-12 13:39:37.000,575.0,2251.0,1115.0,176.0,146.0,463.0,,jazzband/django-oauth-toolkit,django-oauth-toolkit,conda-forge/django-oauth-toolkit,2021-03-22 12:13:36.000,1.5.0,17.0,,,https://pypi.org/project/django-oauth-toolkit,247279.0,247279.0,https://anaconda.org/conda-forge/django-oauth-toolkit,,,3.0,
427,pudb,"A full-screen, console-based Python debugger.",Debugging Tools,,https://github.com/inducer/pudb,True,24,inducer/pudb,https://github.com/inducer/pudb,2011-05-13 23:44:30.000,2021-04-20 20:59:13.000,2021-04-20 20:59:12.000,169.0,2014.0,,74.0,126.0,131.0,,,pudb,conda-forge/pudb,,,9.0,2308.0,2308.0,https://pypi.org/project/pudb,675195.0,676900.0,https://anaconda.org/conda-forge/pudb,2020-04-15 19:25:06.154,97196.0,2.0,
