,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
378,tesserocr,"Another simple, Pillow-friendly, wrapper around the `tesseract-ocr` API for OCR.",Computer Vision,,https://github.com/sirfz/tesserocr,True,26,sirfz/tesserocr,https://github.com/sirfz/tesserocr,2015-12-17 23:29:36.000,2022-12-09 22:43:22.000,2022-08-26 12:53:55,230.0,1721.0,27.0,76.0,173.0,182.0,MIT,,tesserocr,conda-forge/tesserocr,2021-06-19 21:08:11,2.5.2,,57214.0,13.0,747.0,747.0,https://pypi.org/project/tesserocr,54693.0,https://anaconda.org/conda-forge/tesserocr,2022-11-06 10:26:38.906,95806.0,2.0,
379,django-cacheops,A slick ORM cache with automatic granular event-driven invalidation.,Caching,,https://github.com/Suor/django-cacheops,True,26,Suor/django-cacheops,https://github.com/Suor/django-cacheops,2011-06-04 12:25:47.000,2022-11-22 12:13:50.000,2022-07-11 12:20:48,191.0,1708.0,64.0,26.0,279.0,1187.0,BSD-3-Clause,,django-cacheops,conda-forge/django-cacheops,,,,148683.0,,799.0,799.0,https://pypi.org/project/django-cacheops,148683.0,https://anaconda.org/conda-forge/django-cacheops,,,2.0,
380,flanker,An email address and Mime parsing library.,Email,,https://github.com/mailgun/flanker,True,26,mailgun/flanker,https://github.com/mailgun/flanker,2013-11-14 01:07:11.000,2022-12-12 19:01:51.000,2021-03-29 19:19:16,181.0,1562.0,55.0,52.0,36.0,375.0,Apache-2.0,,flanker,conda-forge/flanker,2021-03-29 19:21:53,0.9.14,,37916.0,34.0,287.0,287.0,https://pypi.org/project/flanker,37916.0,https://anaconda.org/conda-forge/flanker,,,1.0,
381,Schemathesis,A tool for automatic property-based testing of web applications built with Open API / Swagger specifications.,Testing,,https://github.com/schemathesis/schemathesis,True,26,kiwicom/schemathesis,https://github.com/schemathesis/schemathesis,2019-08-19 11:13:01.000,2022-12-09 09:10:41.000,2022-11-08 16:05:34,113.0,1550.0,51.0,110.0,572.0,1664.0,MIT,schemathesis/schemathesis,schemathesis,conda-forge/schemathesis,2022-11-08 14:07:13,3.17.5,,58410.0,100.0,144.0,144.0,https://pypi.org/project/schemathesis,57783.0,https://anaconda.org/conda-forge/schemathesis,2022-11-13 01:56:53.777,2511.0,3.0,
382,honcho,"A Python clone of [Foreman](https://github.com/ddollar/foreman), for managing Procfile-based applications.",DevOps Tools,,https://github.com/nickstenning/honcho,True,26,nickstenning/honcho,https://github.com/nickstenning/honcho,2012-03-13 13:44:30.000,2022-10-24 17:12:45.000,2022-10-24 17:12:45,135.0,1488.0,47.0,12.0,90.0,,MIT,,honcho,conda-forge/honcho,2021-10-30 15:24:02,1.1.0,,154743.0,12.0,4049.0,4049.0,https://pypi.org/project/honcho,154743.0,https://anaconda.org/conda-forge/honcho,,,3.0,
383,orator,The Orator ORM provides a simple yet beautiful ActiveRecord implementation.,ORM,,https://github.com/sdispater/orator,True,26,sdispater/orator,https://github.com/sdispater/orator,2015-05-24 18:23:25.000,2022-11-11 09:02:02.000,2022-03-13 18:46:50,157.0,1372.0,32.0,133.0,182.0,505.0,MIT,,orator,conda-forge/orator,2020-09-28 16:05:35,0.9.10,,13882.0,14.0,497.0,497.0,https://pypi.org/project/orator,13811.0,https://anaconda.org/conda-forge/orator,2020-03-18 20:03:11.512,2358.0,2.0,
384,flask-api,Browsable Web APIs for Flask.,RESTful API,,https://github.com/flask-api/flask-api,True,26,flask-api/flask-api,https://github.com/flask-api/flask-api,2014-02-15 12:27:34.000,2022-12-09 09:22:13.000,2022-12-01 15:23:51,176.0,1345.0,33.0,12.0,52.0,261.0,,,flask-api,conda-forge/flask-api,2021-06-15 21:00:49,3.0,,129601.0,13.0,5464.0,5464.0,https://pypi.org/project/flask-api,129601.0,https://anaconda.org/conda-forge/flask-api,,,3.0,
385,webargs,A friendly library for parsing HTTP request arguments with built-in support for popular web frameworks.,URL Manipulation,,https://github.com/marshmallow-code/webargs,True,26,marshmallow-code/webargs,https://github.com/marshmallow-code/webargs,2014-02-17 02:16:12.000,2022-12-13 09:18:04.000,2022-12-13 09:18:03,148.0,1299.0,65.0,7.0,275.0,,MIT,,webargs,conda-forge/webargs,,,,689390.0,40.0,5159.0,5159.0,https://pypi.org/project/webargs,686927.0,https://anaconda.org/conda-forge/webargs,2022-07-13 12:19:43.309,182322.0,1.0,
386,bidict,"Efficient, Pythonic bidirectional map data structures and related functionality..",Built-in Classes Enhancement,,https://github.com/jab/bidict,True,26,jab/bidict,https://github.com/jab/bidict,2014-09-23 14:00:27.000,2022-12-11 17:10:31.000,2022-12-11 17:10:14,50.0,1215.0,13.0,3.0,50.0,,MPL-2.0,,bidict,conda-forge/bidict,2022-03-23 23:03:36,0.22.0,,984078.0,34.0,10077.0,10077.0,https://pypi.org/project/bidict,981730.0,https://anaconda.org/conda-forge/bidict,2022-03-24 02:12:15.630,176118.0,2.0,
387,Cartopy,A cartographic python library with matplotlib support.,Data Visualization,,https://github.com/SciTools/cartopy,True,26,SciTools/cartopy,https://github.com/SciTools/cartopy,2012-08-03 07:43:59.000,2022-12-15 02:42:58.000,2022-12-14 23:52:13,329.0,1143.0,118.0,289.0,818.0,,LGPL-3.0,,cartopy,conda-forge/cartopy,2022-12-12 22:21:03,0.21.1,,179584.0,23.0,2829.0,2829.0,https://pypi.org/project/cartopy,147863.0,https://anaconda.org/conda-forge/cartopy,2022-12-13 10:25:59.031,2569406.0,3.0,
388,imbox,Python IMAP for Humans.,Email,,https://github.com/martinrusev/imbox,True,26,martinrusev/imbox,https://github.com/martinrusev/imbox,2013-07-22 11:40:29.000,2022-11-17 10:52:30.000,2022-11-17 10:52:29,166.0,1110.0,53.0,60.0,67.0,352.0,MIT,,imbox,conda-forge/imbox,2022-11-17 09:50:30,0.9.9,,47885.0,4.0,162.0,162.0,https://pypi.org/project/imbox,47885.0,https://anaconda.org/conda-forge/imbox,,,1.0,
389,pyfiglet,An implementation of figlet written in Python.,Text Processing,,https://github.com/pwaller/pyfiglet,True,26,pwaller/pyfiglet,https://github.com/pwaller/pyfiglet,2010-12-09 13:34:17.000,2022-09-21 22:19:17.000,2022-09-16 11:18:21,100.0,1072.0,24.0,11.0,35.0,229.0,,,pyfiglet,conda-forge/pyfiglet,2014-09-14 10:01:10,0.7.2,,886228.0,2.0,24628.0,24628.0,https://pypi.org/project/pyfiglet,884355.0,https://anaconda.org/conda-forge/pyfiglet,2019-05-18 04:03:52.315,125493.0,2.0,
390,pylama,A code audit tool for Python and JavaScript.,Code Analysis,,https://github.com/klen/pylama,True,26,klen/pylama,https://github.com/klen/pylama,2012-08-17 10:10:10.000,2022-11-08 13:36:03.000,2022-08-08 11:25:05,91.0,957.0,46.0,42.0,94.0,843.0,MIT,,pylama,conda-forge/pylama,,,,156153.0,6.0,4460.0,4460.0,https://pypi.org/project/pylama,154822.0,https://anaconda.org/conda-forge/pylama,2019-05-18 02:54:01.403,87867.0,2.0,
391,beaker,A WSGI middleware for sessions and caching.,Caching,,https://github.com/bbangert/beaker,True,26,bbangert/beaker,https://github.com/bbangert/beaker,2011-10-16 17:48:39.000,2022-12-11 17:47:43.315,2022-12-07 01:00:50,133.0,498.0,87.0,63.0,58.0,814.0,,,beaker,conda-forge/beaker,2022-12-07 00:49:53,1.12.0,,336481.0,7.0,3997.0,3997.0,https://pypi.org/project/beaker,335536.0,https://anaconda.org/conda-forge/beaker,2022-12-11 17:47:43.315,65265.0,2.0,
392,Face Recognition,Simple facial recognition library.,Computer Vision,,https://github.com/ageitgey/face_recognition,True,25,ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2017-03-03 21:52:39.000,2022-11-03 21:43:04.000,2022-06-10 09:12:18,12367.0,46758.0,54.0,670.0,570.0,238.0,MIT,,face_recognition,conda-forge/face_recognition,2018-04-02 17:18:43,1.2.2,493.0,54901.0,2.0,,,https://pypi.org/project/face_recognition,54446.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,12119.0,2.0,
393,Gooey,Turn command line programs into a full GUI application with one line.,GUI Development,,https://github.com/chriskiehl/Gooey,True,25,chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,2014-01-01 21:06:05.000,2022-12-11 17:21:14.000,2022-05-08 04:08:19,892.0,16950.0,103.0,117.0,451.0,743.0,MIT,,Gooey,conda-forge/Gooey,2021-06-12 18:51:56,1.0.8.1,356.0,5650.0,9.0,629.0,629.0,https://pypi.org/project/Gooey,4275.0,https://anaconda.org/conda-forge/Gooey,2021-12-29 23:17:46.447,58779.0,2.0,
394,pgcli,PostgreSQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/pgcli,True,25,dbcli/pgcli,https://github.com/dbcli/pgcli,2014-10-12 17:32:33.000,2022-12-02 18:00:09.000,2022-11-22 00:10:13,479.0,10799.0,169.0,145.0,509.0,,BSD-3-Clause,,pgcli,conda-forge/pgcli,,,,36519.0,18.0,671.0,671.0,https://pypi.org/project/pgcli,34530.0,https://anaconda.org/conda-forge/pgcli,2022-09-16 20:56:58.308,131277.0,2.0,
395,mycli,MySQL CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/mycli,True,25,dbcli/mycli,https://github.com/dbcli/mycli,2015-04-05 22:39:49.000,2022-11-09 10:17:04.000,2022-11-08 14:27:47,630.0,10689.0,104.0,177.0,435.0,1767.0,,,mycli,conda-forge/mycli,,,,39249.0,15.0,266.0,266.0,https://pypi.org/project/mycli,38239.0,https://anaconda.org/conda-forge/mycli,2022-09-02 03:16:11.429,47493.0,2.0,
396,howdoi,Instant coding answers via the command line.,Command-line Tools,,https://github.com/gleitz/howdoi,True,25,gleitz/howdoi,https://github.com/gleitz/howdoi,2012-11-22 08:49:24.000,2022-12-05 20:24:28.000,2022-12-05 20:20:39,830.0,9800.0,82.0,9.0,244.0,971.0,MIT,,howdoi,conda-forge/howdoi,,,,9887.0,,440.0,440.0,https://pypi.org/project/howdoi,9887.0,https://anaconda.org/conda-forge/howdoi,,,2.0,
397,graphene,GraphQL framework for Python.,GraphQL,,https://github.com/graphql-python/graphene,True,25,graphql-python/graphene/,https://github.com/graphql-python/graphene,2015-09-24 09:18:18.000,2022-12-11 20:07:51.000,2022-12-11 20:05:25,770.0,7494.0,,104.0,864.0,1734.0,MIT,,,conda-forge/,2022-12-11 20:07:51,3.2.1,,,57.0,14525.0,14525.0,,,https://anaconda.org/conda-forge/,,,1.0,
398,eve,"REST API framework powered by Flask, MongoDB and good intentions.",RESTful API,,https://github.com/pyeve/eve,True,25,pyeve/eve,https://github.com/pyeve/eve,2012-10-22 07:39:33.000,2022-11-10 09:54:37.000,2022-11-10 09:54:26,731.0,6565.0,211.0,22.0,946.0,3375.0,,,eve,conda-forge/eve,,,,22314.0,,1046.0,1046.0,https://pypi.org/project/eve,22314.0,https://anaconda.org/conda-forge/eve,,,3.0,
399,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,25,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2022-12-14 13:29:28.000,2022-12-14 13:29:28,482.0,6462.0,181.0,109.0,777.0,,BSD-3-Clause,,pip-tools,conda-forge/pip-tools,2022-12-14 10:19:39,6.12.0,,8511968.0,58.0,,,https://pypi.org/project/pip-tools,8509970.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,63957.0,3.0,
400,Stanza,"The Stanford NLP Group's official Python library, supporting 60+ languages.",Natural Language Processing,,https://github.com/stanfordnlp/stanza,True,25,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,2017-09-26 08:00:56.000,2022-12-14 18:55:34.000,2022-09-15 06:04:09,813.0,6426.0,54.0,72.0,662.0,,,,stanza,conda-forge/stanza,2022-09-15 05:47:38,1.4.2,,185035.0,15.0,1371.0,1371.0,https://pypi.org/project/stanza,184725.0,https://anaconda.org/conda-forge/stanza,2022-09-15 15:14:04.406,7131.0,2.0,
401,akshare,"A financial data interface library, built for human beings!.",Downloader,,https://github.com/akfamily/akshare,True,25,jindaxiang/akshare,https://github.com/akfamily/akshare,2019-10-01 07:34:12.000,2022-12-15 09:54:57.000,2022-12-15 09:54:57,1275.0,5729.0,47.0,,699.0,,MIT,akfamily/akshare,akshare,conda-forge/akshare,2022-12-13 08:48:31,release-v1.8.28,,29168.0,100.0,244.0,244.0,https://pypi.org/project/akshare,29168.0,https://anaconda.org/conda-forge/akshare,,,3.0,
402,virtualenv,A tool to create isolated Python environments.,Environment Management,,https://github.com/pypa/virtualenv,True,25,pypa/virtualenv,https://github.com/pypa/virtualenv,2011-03-06 14:33:27.000,2022-12-12 20:55:38.000,2022-12-07 03:01:44,898.0,4332.0,86.0,75.0,1173.0,,MIT,,virtualenv,conda-forge/virtualenv,2022-11-28 03:56:45,20.17.0,,42900410.0,50.0,,,https://pypi.org/project/virtualenv,42854621.0,https://anaconda.org/conda-forge/virtualenv,2022-12-10 21:22:07.054,3159456.0,3.0,
403,dataset,"Store Python dicts in a database - works with SQLite, MySQL, and PostgreSQL.",ORM,,https://github.com/pudo/dataset,True,25,pudo/dataset,https://github.com/pudo/dataset,2013-04-01 14:57:55.000,2022-07-17 02:21:08.000,2022-06-03 06:54:53,277.0,4245.0,76.0,19.0,257.0,703.0,MIT,,dataset,conda-forge/dataset,,,,44443.0,3.0,2648.0,2648.0,https://pypi.org/project/dataset,44256.0,https://anaconda.org/conda-forge/dataset,2021-12-16 23:59:56.555,3935.0,3.0,
404,VisPy,High-performance scientific visualization based on OpenGL.,Data Visualization,,https://github.com/vispy/vispy,True,25,vispy/vispy,https://github.com/vispy/vispy,2013-03-21 18:43:22.000,2022-12-14 20:12:17.000,2022-11-14 13:09:35,589.0,2986.0,181.0,283.0,1063.0,,,,vispy,conda-forge/vispy,2022-11-14 11:36:33,0.12.1,,52764.0,31.0,926.0,926.0,https://pypi.org/project/vispy,47529.0,https://anaconda.org/conda-forge/vispy,2022-11-14 20:27:26.121,324617.0,3.0,
405,pudb,"A full-screen, console-based Python debugger.",Debugging Tools,,https://github.com/inducer/pudb,True,25,inducer/pudb,https://github.com/inducer/pudb,2011-05-13 23:44:30.000,2022-11-20 00:46:01.000,2022-11-20 00:46:00,205.0,2558.0,91.0,140.0,163.0,,,,pudb,conda-forge/pudb,2022-11-03 16:37:24,2022.1.3,,275158.0,12.0,3624.0,3624.0,https://pypi.org/project/pudb,272764.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,184339.0,2.0,
406,Schematics,Data Structure Validation.,Data Validation,,https://github.com/schematics/schematics,True,25,schematics/schematics,https://github.com/schematics/schematics,2010-12-27 02:25:29.000,2022-10-21 01:11:31.000,2021-08-17 21:08:10,269.0,2542.0,119.0,90.0,238.0,1420.0,,,schematics,conda-forge/schematics,,,,144343.0,1.0,1372.0,1372.0,https://pypi.org/project/schematics,143742.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,24681.0,3.0,
407,modoboa,A mail hosting and management platform including a modern Web UI.,Email,,https://github.com/modoboa/modoboa,True,25,modoboa/modoboa,https://github.com/modoboa/modoboa,2013-04-16 09:43:55.000,2022-12-07 14:13:47.000,2022-12-07 14:13:44,310.0,2348.0,107.0,78.0,1596.0,4053.0,ISC,,modoboa,conda-forge/modoboa,2022-10-27 15:59:32,2.0.3,,1640.0,11.0,35.0,35.0,https://pypi.org/project/modoboa,1640.0,https://anaconda.org/conda-forge/modoboa,,,3.0,
408,vulture,A tool for finding and analysing dead Python code.,Code Analysis,,https://github.com/jendrikseipp/vulture,True,25,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,2016-08-11 15:39:58.647,2022-12-08 08:18:22.000,2022-12-08 08:18:16,110.0,2335.0,33.0,19.0,148.0,,MIT,,vulture,conda-forge/vulture,2022-09-19 07:16:57,2.6,,415271.0,11.0,2101.0,2101.0,https://pypi.org/project/vulture,414437.0,https://anaconda.org/conda-forge/vulture,2022-05-20 07:12:50.897,63459.0,3.0,
409,django-activity-stream,Generating generic activity streams from the actions on your site.,News Feed,,https://github.com/justquick/django-activity-stream,True,25,justquick/django-activity-stream,https://github.com/justquick/django-activity-stream,2010-02-24 21:16:51.000,2022-12-15 12:19:33.000,2022-12-15 12:19:33,456.0,2135.0,111.0,16.0,283.0,,BSD-3-Clause,,django-activity-stream,conda-forge/django-activity-stream,2022-02-20 18:11:38,1.4.0,,37103.0,7.0,899.0,899.0,https://pypi.org/project/django-activity-stream,37103.0,https://anaconda.org/conda-forge/django-activity-stream,,,1.0,
410,pdoc,Epydoc replacement to auto generate API documentation for Python libraries.,Documentation,,https://github.com/mitmproxy/pdoc,True,25,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,2013-08-04 21:12:50.000,2022-11-29 14:59:54.000,2022-11-29 14:59:49,151.0,1415.0,41.0,14.0,282.0,,Unlicense,,pdoc,conda-forge/pdoc,,,,63787.0,11.0,950.0,950.0,https://pypi.org/project/pdoc,62716.0,https://anaconda.org/conda-forge/pdoc,2022-11-17 20:32:58.060,8569.0,3.0,
411,pyexcel,"Providing one API for reading, manipulating and writing csv, ods, xls, xlsx and xlsm files.",Specific Formats Processing,,https://github.com/pyexcel/pyexcel,True,25,pyexcel/pyexcel,https://github.com/pyexcel/pyexcel,2014-08-22 12:52:20.000,2022-11-02 20:28:36.000,2022-09-09 07:52:28,160.0,1089.0,20.0,12.0,192.0,1945.0,,,pyexcel,conda-forge/pyexcel,2022-02-12 21:08:42,0.7.0,156.0,153808.0,62.0,2830.0,2830.0,https://pypi.org/project/pyexcel,152976.0,https://anaconda.org/conda-forge/pyexcel,2022-02-13 13:26:56.898,51536.0,3.0,
412,flask-assets,Helps you integrate webassets into your Flask app.,Web Asset Management,,https://github.com/miracle2k/flask-assets,True,25,miracle2k/flask-assets,https://github.com/miracle2k/flask-assets,2010-08-06 11:51:29.000,2022-08-18 15:11:43.000,2020-02-29 00:06:32,86.0,432.0,38.0,20.0,76.0,263.0,BSD-2-Clause,,flask-assets,conda-forge/flask-assets,,,,119112.0,2.0,6655.0,6655.0,https://pypi.org/project/flask-assets,118621.0,https://anaconda.org/conda-forge/flask-assets,2019-12-24 17:28:27.011,36382.0,3.0,
413,eyeD3,"A tool for working with audio files, specifically MP3 files containing ID3 metadata.",Audio,,https://github.com/nicfit/eyeD3,True,25,nicfit/eyeD3,https://github.com/nicfit/eyeD3,2017-01-21 19:25:10.000,2022-12-09 08:34:09.000,2022-10-08 02:28:29,54.0,417.0,25.0,47.0,142.0,1411.0,GPL-3.0,,eyeD3,conda-forge/eyeD3,2020-12-28 16:08:19,0.9.6,2374.0,32494.0,26.0,2012.0,2012.0,https://pypi.org/project/eyeD3,32459.0,https://anaconda.org/conda-forge/eyeD3,,,2.0,
414,python-barcode,Create barcodes in Python with no extra dependencies.,Image Processing,,https://github.com/WhyNotHugo/python-barcode,True,25,WhyNotHugo/python-barcode,https://github.com/WhyNotHugo/python-barcode,2017-10-12 23:03:31.000,2022-12-13 00:28:52.000,2022-12-03 14:01:13,105.0,416.0,43.0,40.0,60.0,,MIT,,python-barcode,conda-forge/python-barcode,2022-05-17 10:05:40,0.14.0,244.0,174481.0,10.0,15074.0,15074.0,https://pypi.org/project/python-barcode,174231.0,https://anaconda.org/conda-forge/python-barcode,2020-08-22 16:07:05.440,8406.0,2.0,
415,newspaper,"News extraction, article extraction and content curation in Python.",Web Content Extracting,,https://github.com/codelucas/newspaper,True,24,codelucas/newspaper,https://github.com/codelucas/newspaper,2013-11-25 09:50:50.000,2022-11-15 06:41:16.000,2020-09-02 06:54:25,1894.0,12307.0,103.0,392.0,261.0,651.0,MIT,,newspaper,conda-forge/newspaper,2014-12-17 19:19:47,0.0.9,,16433.0,2.0,,,https://pypi.org/project/newspaper,16433.0,https://anaconda.org/conda-forge/newspaper,,,2.0,
416,DearPyGui,A Simple GPU accelerated Python GUI framework.,GUI Development,,https://github.com/hoffstadt/DearPyGui,True,24,RaylockLLC/DearPyGui/,https://github.com/hoffstadt/DearPyGui,2020-05-28 17:12:57.000,2022-12-14 01:56:05.000,2022-12-14 01:56:03,485.0,9240.0,,244.0,847.0,2724.0,MIT,hoffstadt/DearPyGui,,conda-forge/,2022-10-31 02:39:14,1.8.0,,,31.0,630.0,630.0,,,https://anaconda.org/conda-forge/,,,3.0,
417,portia,Visual scraping for Scrapy.,Web Crawling,,https://github.com/scrapinghub/portia,True,24,scrapinghub/portia,https://github.com/scrapinghub/portia,2014-03-21 14:24:31.000,2022-12-14 08:58:35.000,2019-07-10 08:13:34,1359.0,8690.0,51.0,112.0,337.0,2690.0,BSD-3-Clause,,portia,conda-forge/portia,,,209.0,299.0,1.0,45.0,45.0,https://pypi.org/project/portia,297.0,https://anaconda.org/conda-forge/portia,,,2.0,
418,ajenti,The admin panel your servers deserve.,Admin Panels,,https://github.com/ajenti/ajenti,True,24,ajenti/ajenti,https://github.com/ajenti/ajenti,2010-03-03 08:04:15.000,2022-12-06 14:36:41.000,2022-11-13 12:04:02,785.0,6940.0,23.0,10.0,1123.0,1112.0,MIT,,ajenti,conda-forge/ajenti,2022-07-23 13:21:10,2.2.1,,410.0,22.0,25.0,25.0,https://pypi.org/project/ajenti,410.0,https://anaconda.org/conda-forge/ajenti,,,3.0,
419,pywal,A tool that generates color schemes from images.,Image Processing,,https://github.com/dylanaraps/pywal,True,24,dylanaraps/pywal,https://github.com/dylanaraps/pywal,2017-06-16 14:54:22.000,2022-06-28 08:46:46.000,2021-09-09 03:15:02,270.0,6861.0,60.0,128.0,390.0,1086.0,MIT,,pywal,conda-forge/pywal,2019-01-21 06:18:21,3.3.0,881.0,2445.0,78.0,210.0,210.0,https://pypi.org/project/pywal,2432.0,https://anaconda.org/conda-forge/pywal,,,2.0,
420,faust,"A stream processing library, porting the ideas from [Kafka Streams](https://kafka.apache.org/documentation/streams/)..",Distributed Computing,,https://github.com/robinhood/faust,True,24,robinhood/faust,https://github.com/robinhood/faust,2017-03-08 18:36:11.000,2022-07-23 14:20:04.000,2020-10-09 12:59:42,536.0,6420.0,94.0,231.0,241.0,4137.0,,,faust,conda-forge/faust,2018-05-24 05:44:13,1.0.10d3,,29062.0,3.0,1188.0,1188.0,https://pypi.org/project/faust,29062.0,https://anaconda.org/conda-forge/faust,,,3.0,
421,apistar,"A smart Web API framework, designed for Python 3.",RESTful API,,https://github.com/encode/apistar,True,24,encode/apistar,https://github.com/encode/apistar,2017-03-17 15:42:12.000,2022-02-24 05:00:58.000,2021-08-31 09:48:33,412.0,5588.0,91.0,22.0,289.0,768.0,BSD-3-Clause,,apistar,conda-forge/apistar,,,,12343.0,26.0,708.0,708.0,https://pypi.org/project/apistar,10372.0,https://anaconda.org/conda-forge/apistar,2019-04-03 08:38:52.532,110387.0,3.0,
422,pyAudioAnalysis,"Audio feature extraction, classification, segmentation and applications.",Audio,,https://github.com/tyiannak/pyAudioAnalysis,True,24,tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000,2022-09-18 19:55:03,1089.0,5062.0,27.0,171.0,119.0,775.0,Apache-2.0,,pyAudioAnalysis,conda-forge/pyAudioAnalysis,,,,10933.0,,324.0,324.0,https://pypi.org/project/pyAudioAnalysis,10933.0,https://anaconda.org/conda-forge/pyAudioAnalysis,,,2.0,
423,django-xadmin,Drop-in replacement of Django admin comes with lots of goodies.,Admin Panels,,https://github.com/sshwsfc/xadmin,True,24,sshwsfc/xadmin,https://github.com/sshwsfc/xadmin,2012-11-19 06:21:50.000,2022-12-03 13:57:05.000,2019-04-03 03:05:04,1382.0,4671.0,51.0,368.0,198.0,1296.0,BSD-3-Clause,,xadmin,conda-forge/xadmin,,,,418.0,1.0,787.0,787.0,https://pypi.org/project/xadmin,418.0,https://anaconda.org/conda-forge/xadmin,,,3.0,
424,mezzanine,"A powerful, consistent, and flexible content management platform.",CMS,,https://github.com/stephenmcd/mezzanine,True,24,stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,2010-05-29 12:16:55.000,2022-11-02 08:25:54.000,2022-11-02 08:25:54,1546.0,4550.0,326.0,38.0,1008.0,5304.0,BSD-2-Clause,,mezzanine,conda-forge/mezzanine,2022-05-12 12:48:08,6.0.0,,2489.0,9.0,,,https://pypi.org/project/mezzanine,2489.0,https://anaconda.org/conda-forge/mezzanine,,,1.0,
425,pytesseract,A wrapper for [Google Tesseract OCR](https://github.com/tesseract-ocr).,Computer Vision,,https://github.com/madmaze/pytesseract,True,24,madmaze/pytesseract,https://github.com/madmaze/pytesseract,2010-10-27 23:02:49.000,2022-12-12 22:20:40.000,2022-12-11 16:43:36,617.0,4549.0,41.0,20.0,301.0,512.0,Apache-2.0,,pytesseract,conda-forge/pytesseract,2022-03-14 19:28:46,0.3.10,,687891.0,23.0,,,https://pypi.org/project/pytesseract,674717.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,540158.0,3.0,
426,alive-progress,"A new kind of Progress Bar, with real-time throughput, eta and very cool animations.",Command-line Interface Development,,https://github.com/rsalmei/alive-progress,True,24,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,2019-08-05 05:54:30.000,2022-12-07 09:40:50.000,2022-07-16 00:35:44,165.0,3988.0,7.0,24.0,142.0,,MIT,,alive-progress,conda-forge/alive-progress,,,,126289.0,12.0,1336.0,1336.0,https://pypi.org/project/alive-progress,125613.0,https://anaconda.org/conda-forge/alive-progress,2022-11-13 15:31:05.565,23010.0,3.0,
427,elasticsearch-dsl-py,The official high-level Python client for Elasticsearch.,Search,,https://github.com/elastic/elasticsearch-dsl-py,True,24,elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,2014-03-05 16:19:39.000,2022-11-09 13:03:10.000,2022-10-27 12:36:38,746.0,3581.0,129.0,117.0,1142.0,1022.0,Apache-2.0,,elasticsearch-dsl-py,conda-forge/elasticsearch-dsl-py,2021-07-15 15:37:49,7.4.0,149.0,5.0,2.0,6779.0,6779.0,https://pypi.org/project/elasticsearch-dsl-py,,https://anaconda.org/conda-forge/elasticsearch-dsl-py,,,3.0,
428,freezegun,Travel through time by mocking the datetime module.,Testing,,https://github.com/spulec/freezegun,True,24,spulec/freezegun,https://github.com/spulec/freezegun,2012-12-11 05:11:00.000,2022-11-27 04:07:20.000,2022-08-12 12:22:25,233.0,3507.0,106.0,98.0,173.0,568.0,Apache-2.0,,freezegun,conda-forge/freezegun,,,,5718712.0,15.0,,,https://pypi.org/project/freezegun,5711396.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,592646.0,3.0,
429,AWS Data Wrangler,Pandas on AWS.,Data Analysis,,https://github.com/aws/aws-sdk-pandas,True,24,awslabs/aws-data-wrangler,https://github.com/aws/aws-sdk-pandas,2019-02-26 01:39:02.000,2022-12-15 13:41:26.000,2022-12-15 13:41:26,543.0,3254.0,121.0,30.0,780.0,,Apache-2.0,aws/aws-sdk-pandas,aws-data-wrangler,conda-forge/aws-data-wrangler,2022-12-02 16:30:52,2.18.0,166580.0,4062.0,99.0,689.0,689.0,https://pypi.org/project/aws-data-wrangler,,https://anaconda.org/conda-forge/aws-data-wrangler,,,2.0,
