,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
260,xmltodict,Working with XML feel like you are working with JSON.,HTML Manipulation,,https://github.com/martinblech/xmltodict,True,31,martinblech/xmltodict,https://github.com/martinblech/xmltodict,2012-04-17 14:38:21.000,2022-10-04 18:27:26.000,2022-05-08 16:31:38,439.0,4989.0,49.0,67.0,158.0,220.0,MIT,,xmltodict,conda-forge/xmltodict,,,,21123628.0,4.0,45827.0,45827.0,https://pypi.org/project/xmltodict,21095112.0,https://anaconda.org/conda-forge/xmltodict,2022-05-08 14:42:37.794,2167280.0,1.0,
261,django-crispy-forms,A Django app which lets you create beautiful forms in a very elegant and DRY way.,Forms,,https://github.com/django-crispy-forms/django-crispy-forms,True,31,django-crispy-forms/django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,2011-11-01 11:48:03.000,2022-12-11 18:32:55.000,2022-12-11 18:32:51,682.0,4578.0,222.0,58.0,598.0,,MIT,,django-crispy-forms,conda-forge/django-crispy-forms,2022-01-25 08:05:43,1.14.0,,664162.0,20.0,104721.0,104721.0,https://pypi.org/project/django-crispy-forms,663186.0,https://anaconda.org/conda-forge/django-crispy-forms,2022-01-25 11:08:25.716,62506.0,2.0,
262,splinter,Open source tool for testing web applications.,Testing,,https://github.com/cobrateam/splinter,True,31,cobrateam/splinter,https://github.com/cobrateam/splinter,2010-09-18 20:59:15.000,2022-12-14 11:59:46.000,2022-12-14 11:59:44,500.0,2584.0,174.0,44.0,466.0,2165.0,BSD-3-Clause,,splinter,conda-forge/splinter,2022-06-28 11:00:22,0.18.1,,81927.0,13.0,5897.0,5897.0,https://pypi.org/project/splinter,81927.0,https://anaconda.org/conda-forge/splinter,,,2.0,
263,VCR.py,Record and replay HTTP interactions on your tests.,Testing,,https://github.com/kevin1024/vcrpy,True,31,kevin1024/vcrpy,https://github.com/kevin1024/vcrpy,2012-05-29 04:52:00.000,2022-12-05 02:48:22.000,2022-11-01 12:08:59,302.0,2338.0,124.0,84.0,256.0,1057.0,MIT,,vcrpy,conda-forge/vcrpy,2022-08-31 19:15:25,4.2.1,,1641071.0,54.0,4438.0,4438.0,https://pypi.org/project/vcrpy,1637724.0,https://anaconda.org/conda-forge/vcrpy,2022-09-01 02:22:30.731,274492.0,2.0,
264,python-decouple,Strict separation of settings from code.,Configuration,,https://github.com/HBNetwork/python-decouple,True,31,henriquebastos/python-decouple,https://github.com/HBNetwork/python-decouple,2014-02-25 04:16:08.000,2022-11-13 08:45:10.000,2022-05-11 03:12:24,163.0,2296.0,32.0,10.0,72.0,184.0,MIT,HBNetwork/python-decouple,python-decouple,conda-forge/python-decouple,2022-02-02 19:24:57,3.6,10.0,997425.0,6.0,83010.0,83010.0,https://pypi.org/project/python-decouple,996584.0,https://anaconda.org/conda-forge/python-decouple,2022-02-02 22:07:38.334,53043.0,1.0,
265,MarkupSafe,Implements a XML/HTML/XHTML Markup safe string for Python.,HTML Manipulation,,https://github.com/pallets/markupsafe,True,31,pallets/markupsafe,https://github.com/pallets/markupsafe,2010-06-22 17:22:58.000,2022-12-09 06:42:20.000,2022-11-01 17:22:53,117.0,512.0,39.0,2.0,100.0,,BSD-3-Clause,,markupsafe,conda-forge/markupsafe,2022-03-15 13:21:57,2.1.1,,115591483.0,9.0,1044585.0,1044585.0,https://pypi.org/project/markupsafe,115280641.0,https://anaconda.org/conda-forge/markupsafe,2022-10-26 08:10:20.552,24867429.0,1.0,
266,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration.,Deep Learning,,https://github.com/pytorch/pytorch,True,30,pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13 05:26:41.000,2022-12-15 14:18:56.000,2022-12-15 14:16:58,16434.0,60995.0,3750.0,9695.0,20133.0,54883.0,,,pytorch,conda-forge/pytorch,2022-10-28 16:54:00,1.13.0,8683.0,110444.0,42.0,,,https://pypi.org/project/pytorch,63449.0,https://anaconda.org/conda-forge/pytorch,2022-12-06 04:58:02.800,1125122.0,2.0,
267,fastapi,"A modern, fast, web framework for building APIs with Python 3.6+ based on standard Python type hints.",RESTful API,,https://github.com/tiangolo/fastapi,True,30,tiangolo/fastapi,https://github.com/tiangolo/fastapi,2018-12-08 08:21:47.000,2022-12-14 18:33:31.000,2022-12-03 22:26:17,4198.0,52470.0,401.0,904.0,2339.0,2568.0,MIT,,fastapi,conda-forge/fastapi,2022-11-27 14:53:58,0.88.0,,10718146.0,100.0,,,https://pypi.org/project/fastapi,10689895.0,https://anaconda.org/conda-forge/fastapi,2022-11-27 18:00:48.529,1130053.0,2.0,
268,diagrams,Diagram as Code.,Data Visualization,,https://github.com/mingrammer/diagrams,True,30,mingrammer/diagrams,https://github.com/mingrammer/diagrams,2020-02-02 15:23:24.000,2022-12-14 08:03:08.000,2022-11-27 13:36:00,1647.0,27434.0,123.0,229.0,173.0,489.0,MIT,,diagrams,conda-forge/diagrams,2022-11-08 18:13:10,0.23.1,,79837.0,37.0,690.0,690.0,https://pypi.org/project/diagrams,75297.0,https://anaconda.org/conda-forge/diagrams,2022-01-23 04:33:29.957,140759.0,2.0,
269,poetry,Python dependency management and packaging made easy.,Package Management,,https://github.com/python-poetry/poetry,True,30,sdispater/poetry,https://github.com/python-poetry/poetry,2018-02-28 15:23:47.000,2022-12-14 11:56:11.000,2022-12-12 04:51:50,1811.0,22936.0,417.0,563.0,3986.0,2684.0,MIT,python-poetry/poetry,poetry,conda-forge/poetry,2022-12-12 01:31:39,1.3.1,14719488.0,11345352.0,100.0,,,https://pypi.org/project/poetry,11067834.0,https://anaconda.org/conda-forge/poetry,2022-12-12 07:31:23.302,718838.0,1.0,
270,Zipline,A Pythonic algorithmic trading library.,Science,,https://github.com/quantopian/zipline,True,30,quantopian/zipline,https://github.com/quantopian/zipline,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000,2020-10-14 16:36:49,4050.0,15632.0,155.0,323.0,653.0,6226.0,Apache-2.0,,zipline,conda-forge/zipline,2020-10-05 15:43:07,1.4.1,,2315.0,13.0,894.0,894.0,https://pypi.org/project/zipline,2069.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6665.0,2.0,
271,saltstack,Infrastructure automation and management system.,DevOps Tools,,https://github.com/saltstack/salt,True,30,saltstack/salt,https://github.com/saltstack/salt,2011-02-20 20:16:56.000,2022-12-15 13:25:46.000,2022-12-15 11:28:54,5137.0,12901.0,3860.0,2361.0,22714.0,115754.0,Apache-2.0,,salt,conda-forge/salt,2022-11-08 20:35:47,3005.1-2,16134.0,73957.0,100.0,,,https://pypi.org/project/salt,73412.0,https://anaconda.org/conda-forge/salt,2019-02-26 15:59:37.890,27242.0,2.0,
272,requests-html,Pythonic HTML Parsing for Humans.,Web Content Extracting,,https://github.com/psf/requests-html,True,30,psf/requests-html,https://github.com/psf/requests-html,2018-02-24 20:11:02.000,2022-12-08 09:32:26.000,2020-05-10 19:40:04,857.0,12837.0,62.0,166.0,204.0,449.0,MIT,,requests-html,conda-forge/requests-html,2019-02-18 21:38:41,0.10.0,,593803.0,1.0,9191.0,9191.0,https://pypi.org/project/requests-html,593565.0,https://anaconda.org/conda-forge/requests-html,2021-06-26 09:29:57.542,4290.0,1.0,
273,beets,A music library manager and [MusicBrainz](https://musicbrainz.org/) tagger.,Audio,,https://github.com/beetbox/beets,True,30,beetbox/beets,https://github.com/beetbox/beets,2010-08-09 23:17:20.000,2022-12-15 11:50:18.000,2022-11-30 00:41:18,1681.0,11310.0,517.0,477.0,2062.0,10762.0,MIT,,beets,conda-forge/beets,2021-11-27 16:44:38,1.6.0,7853.0,1925.0,33.0,272.0,272.0,https://pypi.org/project/beets,1830.0,https://anaconda.org/conda-forge/beets,2022-12-01 19:28:40.516,26.0,1.0,
274,Seaborn,Statistical data visualization using Matplotlib.,Data Visualization,,https://github.com/mwaskom/seaborn,True,30,mwaskom/seaborn,https://github.com/mwaskom/seaborn,2012-06-18 18:41:19.000,2022-12-10 16:06:40.000,2022-12-10 16:06:39,1607.0,10164.0,181.0,103.0,2098.0,3087.0,BSD-3-Clause,,seaborn,conda-forge/seaborn,2022-10-18 12:58:20,0.12.1,238.0,8517628.0,32.0,,,https://pypi.org/project/seaborn,8446277.0,https://anaconda.org/conda-forge/seaborn,2022-10-18 18:26:52.529,5422586.0,2.0,
275,Theano,A library for fast numerical computation.,Deep Learning,,https://github.com/Theano/Theano,True,30,Theano/Theano,https://github.com/Theano/Theano,2011-08-10 03:48:06.000,2022-03-16 06:30:00.008,2021-11-23 08:52:10,2398.0,9634.0,384.0,585.0,2086.0,28127.0,,,Theano,conda-forge/Theano,,,,286946.0,8.0,13189.0,13189.0,https://pypi.org/project/Theano,257678.0,https://anaconda.org/conda-forge/Theano,2022-03-16 06:30:00.008,2253686.0,2.0,
276,py-spy,A sampling profiler for Python programs. Written in Rust.,Debugging Tools,,https://github.com/benfred/py-spy,True,30,benfred/py-spy,https://github.com/benfred/py-spy,2018-08-01 02:22:15.000,2022-12-11 00:42:26.000,2022-12-09 01:08:31,320.0,9450.0,31.0,87.0,178.0,462.0,MIT,,py-spy,conda-forge/py-spy,2022-09-07 21:58:56,0.3.14,10839.0,1061258.0,20.0,295.0,295.0,https://pypi.org/project/py-spy,1051732.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,351984.0,1.0,
277,fuzzywuzzy,Fuzzy String Matching.,Text Processing,,https://github.com/seatgeek/fuzzywuzzy,True,30,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000,2021-09-09 20:54:41,868.0,8784.0,70.0,81.0,103.0,384.0,GPL-2.0,,fuzzywuzzy,conda-forge/fuzzywuzzy,2020-02-13 22:14:12,0.18.0,,7145973.0,23.0,15612.0,15612.0,https://pypi.org/project/fuzzywuzzy,7140614.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,412712.0,1.0,
278,PyAutoGUI,PyAutoGUI is a cross-platform GUI automation Python module for human beings.,Testing,,https://github.com/asweigart/pyautogui,True,30,asweigart/pyautogui,https://github.com/asweigart/pyautogui,2014-07-17 23:30:38.000,2022-12-05 04:46:19.000,2021-09-14 17:41:07,963.0,7506.0,51.0,384.0,217.0,402.0,BSD-3-Clause,,pyautogui,conda-forge/pyautogui,,,,539996.0,11.0,19010.0,19010.0,https://pypi.org/project/pyautogui,537115.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,175798.0,2.0,
279,marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,Serialization,,https://github.com/marshmallow-code/marshmallow,True,30,marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,2013-11-10 21:32:24.000,2022-12-15 08:48:47.000,2022-12-11 22:06:09,595.0,6354.0,203.0,132.0,1016.0,,MIT,,marshmallow,conda-forge/marshmallow,,,,23531765.0,53.0,61571.0,61571.0,https://pypi.org/project/marshmallow,23512984.0,https://anaconda.org/conda-forge/marshmallow,2022-11-13 17:10:45.183,1408647.0,1.0,
280,Eel,A library for making simple Electron-like offline HTML/JS GUI apps.,GUI Development,,https://github.com/python-eel/Eel,True,30,ChrisKnott/Eel,https://github.com/python-eel/Eel,2017-12-27 21:37:12.000,2022-12-14 10:26:00.000,2022-12-09 20:44:09,526.0,5356.0,40.0,157.0,323.0,276.0,MIT,python-eel/Eel,Eel,conda-forge/Eel,2022-12-09 20:44:49,0.15.1,,61270.0,19.0,4400.0,4400.0,https://pypi.org/project/Eel,61270.0,https://anaconda.org/conda-forge/Eel,,,2.0,
281,trio,A friendly library for async concurrency and I/O.,Asynchronous Programming,,https://github.com/python-trio/trio,True,30,python-trio/trio,https://github.com/python-trio/trio,2017-01-16 04:45:25.000,2022-12-14 10:10:05.000,2022-12-13 10:01:46,279.0,5015.0,138.0,258.0,424.0,4963.0,,,trio,conda-forge/trio,,,,5911809.0,20.0,20032.0,20032.0,https://pypi.org/project/trio,5895882.0,https://anaconda.org/conda-forge/trio,2022-10-26 10:36:51.514,923780.0,3.0,
282,PyPDF2,"A library capable of splitting, merging and transforming PDF pages.",Specific Formats Processing,,https://github.com/py-pdf/PyPDF2,True,30,mstamy2/PyPDF2,https://github.com/py-pdf/PyPDF2,2012-01-06 17:13:38.000,2022-12-14 12:31:12.000,2022-12-13 18:53:39,1007.0,4979.0,158.0,70.0,550.0,,,py-pdf/PyPDF2,PyPDF2,conda-forge/PyPDF2,2022-12-10 18:32:52,2.12.1,,4251466.0,50.0,38375.0,38375.0,https://pypi.org/project/PyPDF2,4247269.0,https://anaconda.org/conda-forge/PyPDF2,2022-10-29 06:24:18.205,327437.0,2.0,
283,websockets,A library for building WebSocket servers and clients with a focus on correctness and simplicity.,WebSocket,,https://github.com/aaugustin/websockets,True,30,aaugustin/websockets,https://github.com/aaugustin/websockets,2013-03-30 08:59:30.000,2022-12-10 20:15:37.000,2022-11-28 06:28:09,449.0,4302.0,62.0,16.0,927.0,,BSD-3-Clause,,websockets,conda-forge/websockets,,,,16722534.0,18.0,77499.0,77499.0,https://pypi.org/project/websockets,16699417.0,https://anaconda.org/conda-forge/websockets,2022-10-26 17:57:22.115,1664466.0,1.0,
284,mimesis,is a Python library that help you generate fake data.,Testing,,https://github.com/lk-geimfari/mimesis,True,30,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,2016-09-09 21:41:22.000,2022-12-09 06:55:52.000,2022-10-27 14:38:47,296.0,3830.0,112.0,3.0,305.0,2322.0,MIT,,mimesis,conda-forge/mimesis,2022-10-02 10:56:51,6.1.1,369.0,127638.0,41.0,1072.0,1072.0,https://pypi.org/project/mimesis,125440.0,https://anaconda.org/conda-forge/mimesis,2022-10-02 13:13:51.318,63632.0,2.0,
285,django-haystack,Modular search for Django.,Search,,https://github.com/django-haystack/django-haystack,True,30,django-haystack/django-haystack,https://github.com/django-haystack/django-haystack,2009-01-29 20:23:57.000,2022-12-13 18:10:36.000,2022-11-21 15:51:21,1204.0,3364.0,206.0,426.0,745.0,1814.0,,,django-haystack,conda-forge/django-haystack,2021-08-27 00:27:32,3.1.0,,133887.0,11.0,8398.0,8398.0,https://pypi.org/project/django-haystack,133796.0,https://anaconda.org/conda-forge/django-haystack,2018-05-31 04:38:24.116,5058.0,1.0,
286,Cerberus,A lightweight and extensible data validation library.,Data Validation,,https://github.com/pyeve/cerberus,True,30,pyeve/cerberus,https://github.com/pyeve/cerberus,2012-10-10 10:03:49.000,2022-03-14 21:13:44.000,2021-05-05 20:47:21,222.0,2889.0,62.0,40.0,294.0,1145.0,ISC,,cerberus,conda-forge/cerberus,,,,3590489.0,7.0,12303.0,12303.0,https://pypi.org/project/cerberus,3586957.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511,268446.0,2.0,
287,schema,A library for validating Python data structures.,Data Validation,,https://github.com/keleshev/schema,True,30,keleshev/schema,https://github.com/keleshev/schema,2012-08-19 18:56:20.000,2022-06-28 23:14:33.000,2021-12-01 20:49:12,184.0,2686.0,62.0,74.0,70.0,400.0,MIT,,schema,conda-forge/schema,2021-12-01 20:51:57,0.7.5,,4199494.0,11.0,4893.0,4893.0,https://pypi.org/project/schema,4197709.0,https://anaconda.org/conda-forge/schema,2021-12-02 07:54:56.628,73198.0,2.0,
288,PynamoDB,A Pythonic interface for [Amazon DynamoDB](https://aws.amazon.com/dynamodb/).,ORM,,https://github.com/pynamodb/PynamoDB,True,30,pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,2014-01-20 02:18:35.000,2022-12-13 21:06:07.000,2022-12-13 21:06:05,399.0,2059.0,100.0,204.0,334.0,807.0,MIT,,PynamoDB,conda-forge/PynamoDB,2022-12-08 02:38:38,5.3.4,,1482204.0,56.0,1162.0,1162.0,https://pypi.org/project/PynamoDB,1476534.0,https://anaconda.org/conda-forge/PynamoDB,2022-12-08 15:27:07.583,226801.0,2.0,
289,napalm,Cross-vendor API to manipulate network devices.,Network Virtualization,,https://github.com/napalm-automation/napalm,True,30,napalm-automation/napalm,https://github.com/napalm-automation/napalm,2015-03-23 14:43:45.000,2022-12-14 19:29:13.000,2022-10-24 22:03:50,510.0,1982.0,196.0,126.0,454.0,5078.0,Apache-2.0,,napalm,conda-forge/napalm,2022-07-11 11:40:35,4.0.0,,36816.0,36.0,963.0,963.0,https://pypi.org/project/napalm,36816.0,https://anaconda.org/conda-forge/napalm,,,1.0,
290,shortuuid,"A generator library for concise, unambiguous and URL-safe UUIDs.",Text Processing,,https://github.com/skorokithakis/shortuuid,True,30,skorokithakis/shortuuid,https://github.com/skorokithakis/shortuuid,2011-01-08 13:00:43.000,2022-11-17 19:31:35.265,2022-11-13 22:13:32,104.0,1774.0,30.0,2.0,53.0,164.0,BSD-3-Clause,,shortuuid,conda-forge/shortuuid,2020-03-06 11:40:22,1.0.0,,4402636.0,11.0,13557.0,13557.0,https://pypi.org/project/shortuuid,4397066.0,https://anaconda.org/conda-forge/shortuuid,2022-11-17 19:31:35.265,284098.0,1.0,
291,voluptuous,A Python data validation library.,Data Validation,,https://github.com/alecthomas/voluptuous,True,30,alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,2010-07-15 09:55:10.000,2022-10-23 20:50:06.000,2022-10-23 20:50:06,200.0,1751.0,89.0,41.0,199.0,458.0,BSD-3-Clause,,voluptuous,conda-forge/voluptuous,2022-04-07 15:40:18,0.13.1,,2588011.0,12.0,6010.0,6010.0,https://pypi.org/project/voluptuous,2584988.0,https://anaconda.org/conda-forge/voluptuous,2022-04-07 20:13:26.332,232797.0,2.0,
292,prospector,A tool to analyse Python code.,Code Analysis,,https://github.com/PyCQA/prospector,True,30,PyCQA/prospector,https://github.com/PyCQA/prospector,2013-08-05 07:26:30.000,2022-12-13 08:26:16.000,2022-12-13 08:26:13,149.0,1737.0,84.0,45.0,290.0,1333.0,GPL-2.0,,prospector,conda-forge/prospector,2022-12-08 10:58:52,1.8.3,,621101.0,48.0,3453.0,3453.0,https://pypi.org/project/prospector,620450.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,49544.0,2.0,7.0
293,blinker,A fast Python in-process signal/event dispatching system.,Miscellaneous,,https://github.com/pallets-eco/blinker,True,30,jek/blinker,https://github.com/pallets-eco/blinker,2013-07-03 10:32:39.000,2022-12-09 07:15:39.000,2022-07-17 18:03:06,161.0,1434.0,14.0,3.0,33.0,,MIT,pallets-eco/blinker,blinker,conda-forge/blinker,2022-07-17 17:43:33,1.5,,7122526.0,2.0,126653.0,126653.0,https://pypi.org/project/blinker,7032463.0,https://anaconda.org/conda-forge/blinker,2022-10-03 18:53:37.373,7205049.0,2.0,
294,wand,"Python bindings for [MagickWand](http://www.imagemagick.org/script/magick-wand.php), C API for ImageMagick.",Image Processing,,https://github.com/emcconville/wand,True,30,dahlia/wand,https://github.com/emcconville/wand,2011-09-30 21:36:38.000,2022-10-13 02:22:58.000,2022-10-13 02:22:53,193.0,1230.0,101.0,16.0,370.0,1788.0,,emcconville/wand,wand,conda-forge/wand,2022-08-15 01:14:48,0.6.10,8496.0,481153.0,22.0,13518.0,13518.0,https://pypi.org/project/wand,480495.0,https://anaconda.org/conda-forge/wand,2022-08-22 21:57:19.809,19429.0,1.0,
295,httplib2,Comprehensive HTTP client library.,HTTP Clients,,https://github.com/httplib2/httplib2,True,30,httplib2/httplib2,https://github.com/httplib2/httplib2,2016-03-02 22:59:52.000,2022-11-17 16:41:12.000,2022-11-17 16:41:11,176.0,457.0,76.0,45.0,68.0,547.0,,,httplib2,conda-forge/httplib2,,,,32005916.0,27.0,123978.0,123978.0,https://pypi.org/project/httplib2,31980930.0,https://anaconda.org/conda-forge/httplib2,2022-11-01 12:28:27.572,1998902.0,3.0,
296,TheAlgorithms,All Algorithms implemented in Python.,Algorithms and Design Patterns,,https://github.com/TheAlgorithms/Python,True,29,TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,2016-05-20 05:25:33.155,2022-12-15 04:11:32.000,2022-12-15 04:11:32,37338.0,149919.0,972.0,6.0,1205.0,2710.0,MIT,,Python,conda-forge/Python,,,,942232.0,86.0,,,https://pypi.org/project/Python,,https://anaconda.org/conda-forge/Python,2022-11-22 16:17:39.127,74436331.0,1.0,
297,thefuck,Correcting your previous console command.,Command-line Tools,,https://github.com/nvbn/thefuck,True,29,nvbn/thefuck,https://github.com/nvbn/thefuck,2015-04-08 15:08:04.000,2022-12-09 21:19:02.000,2022-09-25 19:37:47,3168.0,74853.0,193.0,208.0,452.0,1636.0,MIT,,thefuck,conda-forge/thefuck,2022-01-02 22:17:40,3.32,,5771.0,17.0,388.0,388.0,https://pypi.org/project/thefuck,5771.0,https://anaconda.org/conda-forge/thefuck,,,2.0,
298,locust,Scalable user load testing tool written in Python.,Testing,,https://github.com/locustio/locust,True,29,locustio/locust,https://github.com/locustio/locust,2011-02-17 11:08:03.000,2022-12-13 18:28:33.000,2022-12-13 18:28:33,2523.0,20318.0,270.0,10.0,1386.0,3899.0,MIT,,locust,conda-forge/locust,2022-12-13 10:39:02,2.14.0,,915565.0,88.0,,,https://pypi.org/project/locust,913902.0,https://anaconda.org/conda-forge/locust,2022-12-13 16:26:24.200,91516.0,2.0,
299,yapf,Yet another Python code formatter from Google.,Code Analysis,,https://github.com/google/yapf,True,29,google/yapf,https://github.com/google/yapf,2015-03-18 18:22:31.000,2022-11-30 22:23:50.000,2022-11-30 22:23:50,846.0,12956.0,138.0,363.0,400.0,,Apache-2.0,,yapf,conda-forge/yapf,,,,2446610.0,24.0,44535.0,44535.0,https://pypi.org/project/yapf,2430795.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1233595.0,2.0,
300,Prefect,"A modern workflow orchestration framework that makes it easy to build, schedule and monitor robust data pipelines.",Job Scheduler,,https://github.com/PrefectHQ/prefect,True,29,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,2018-06-29 21:59:26.000,2022-12-15 14:02:39.000,2022-12-15 05:35:56,1052.0,10658.0,100.0,673.0,2418.0,,Apache-2.0,,prefect,conda-forge/prefect,2022-12-08 22:12:05,2.7.1,,546770.0,137.0,1462.0,1462.0,https://pypi.org/project/prefect,538615.0,https://anaconda.org/conda-forge/prefect,2022-12-09 01:38:33.968,366996.0,2.0,
301,thumbor,"A smart imaging service. It enables on-demand crop, re-sizing and flipping of images.",Image Processing,,https://github.com/thumbor/thumbor,True,29,thumbor/thumbor,https://github.com/thumbor/thumbor,2011-03-16 17:30:05.000,2022-12-15 00:23:05.000,2022-12-06 20:56:52,765.0,9266.0,188.0,16.0,907.0,2361.0,MIT,,thumbor,conda-forge/thumbor,2022-11-01 17:24:28,7.3.0,,3520.0,100.0,322.0,322.0,https://pypi.org/project/thumbor,3520.0,https://anaconda.org/conda-forge/thumbor,,,2.0,
302,pattern,A web mining module.,Natural Language Processing,,https://github.com/clips/pattern,True,29,clips/pattern,https://github.com/clips/pattern,2011-05-03 15:29:01.000,2022-08-30 12:13:51.000,2020-04-25 12:40:40,1490.0,8366.0,30.0,128.0,76.0,1434.0,BSD-3-Clause,,pattern,conda-forge/pattern,,,28.0,1745198.0,1.0,1451.0,1451.0,https://pypi.org/project/pattern,1744865.0,https://anaconda.org/conda-forge/pattern,2020-05-05 12:38:53.775,12390.0,2.0,
303,boltons,A set of pure-Python utilities.,Miscellaneous,,https://github.com/mahmoud/boltons,True,29,mahmoud/boltons,https://github.com/mahmoud/boltons,2013-02-20 06:17:12.000,2022-12-12 00:38:39.000,2022-12-10 10:21:28,328.0,5990.0,81.0,43.0,95.0,1507.0,,,boltons,conda-forge/boltons,2022-12-08 09:31:16,21.0.0,23.0,2425744.0,19.0,2784.0,2784.0,https://pypi.org/project/boltons,2416573.0,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359,724569.0,3.0,
304,tinydb,"A tiny, document-oriented database.",Database,,https://github.com/msiemens/tinydb,True,29,msiemens/tinydb,https://github.com/msiemens/tinydb,2013-07-12 23:31:13.000,2022-12-14 05:02:45.000,2022-11-26 12:02:34,467.0,5556.0,78.0,9.0,278.0,679.0,MIT,,tinydb,conda-forge/tinydb,2022-02-19 16:17:59,4.7.0,,411218.0,59.0,8979.0,8979.0,https://pypi.org/project/tinydb,408250.0,https://anaconda.org/conda-forge/tinydb,2022-02-19 18:47:02.852,231532.0,1.0,
305,flower,Real-time monitor and web admin for Celery.,Admin Panels,,https://github.com/mher/flower,True,29,mher/flower,https://github.com/mher/flower,2012-07-08 13:35:09.000,2022-12-12 08:09:12.000,2022-11-14 23:05:09,928.0,5482.0,196.0,102.0,748.0,1299.0,,,flower,conda-forge/flower,,,,2177135.0,10.0,9972.0,9972.0,https://pypi.org/project/flower,2175430.0,https://anaconda.org/conda-forge/flower,2022-10-30 14:32:33.448,138179.0,2.0,
306,transitions,"A lightweight, object-oriented finite state machine implementation.",Algorithms and Design Patterns,,https://github.com/pytransitions/transitions,True,29,pytransitions/transitions,https://github.com/pytransitions/transitions,2014-10-12 20:59:09.000,2022-11-28 19:06:59.000,2022-11-08 16:35:41,495.0,4688.0,75.0,4.0,413.0,996.0,MIT,,transitions,conda-forge/transitions,2022-09-02 09:45:38,0.9.0,,351895.0,30.0,2588.0,2588.0,https://pypi.org/project/transitions,344636.0,https://anaconda.org/conda-forge/transitions,2022-09-02 13:47:08.099,304908.0,1.0,
307,PyWin32,Python Extensions for Windows.,Microsoft Windows,,https://github.com/mhammond/pywin32,True,29,mhammond/pywin32,https://github.com/mhammond/pywin32,2017-01-28 11:15:56.752,2022-12-11 09:59:38.000,2022-12-11 08:11:26,704.0,4091.0,84.0,444.0,1274.0,,,,pywin32,conda-forge/pywin32,2022-11-06 07:47:24,b305,588286.0,4261391.0,14.0,100875.0,100875.0,https://pypi.org/project/pywin32,4208249.0,https://anaconda.org/conda-forge/pywin32,2022-10-28 19:27:12.475,3077023.0,1.0,
308,keyboard,Hook and simulate global keyboard events on Windows and Linux.,Hardware,,https://github.com/boppreh/keyboard,True,29,boppreh/keyboard,https://github.com/boppreh/keyboard,2013-05-07 22:55:07.000,2022-11-01 00:19:22.929,2022-07-20 18:30:34,372.0,3222.0,40.0,332.0,182.0,772.0,MIT,,keyboard,conda-forge/keyboard,2020-03-23 21:46:31,0.13.5,,270601.0,23.0,8534.0,8534.0,https://pypi.org/project/keyboard,269931.0,https://anaconda.org/conda-forge/keyboard,2022-11-01 00:19:22.929,12064.0,2.0,
309,Blaze,NumPy and Pandas interface to Big Data.,Data Analysis,,https://github.com/blaze/blaze,True,29,blaze/blaze,https://github.com/blaze/blaze,2012-10-26 14:25:22.000,2022-11-26 22:19:57.000,2019-08-15 21:14:59,357.0,3116.0,65.0,250.0,500.0,7496.0,BSD-3-Clause,,blaze,conda-forge/blaze,2016-07-19 20:40:03,0.11.0,,9746.0,14.0,8878.0,8878.0,https://pypi.org/project/blaze,6619.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685,200136.0,1.0,
